Variant SKU,Body (HTML)
SIR1-TOPAZ250,"<ul><li>Features</li><li>Fine polishing an anodizing treatment hygienic and long lasting.</li><li>Forged, hardened large thickness blades long lasting and easy to sharpen cutting edge.</li><li>Cast-in sharpner assembly is standard for all slicers bigger than 220 A.I. easy and precise sharpening.</li><li>Reliable poliv belt drive great reliability, silent running and easy servicing.</li><li>Asynchronous 6 poles motors strong, reliable and silent running.</li><li>Made of Peraluman cast aluminium alloy strong, reliable and silent running.</li><li>Carriage running on self-lubricating bushes long lasting sliding performances.</li><li>CE professional slicers removable carriage and thickness gauge blocking device easy and safe to clean.</li><li>CE professional slicers IP 44 (54, 67) switches and NVR (No Volt Release) device safety device against accidental switching on.</li><li>Anodized cast aluminum alloy.</li><li>Lat base for easy cleaning.</li><li>Strong and silent-running asynchronous motor.</li><li>Reliable poliV belt drive.</li><li>Forged, hardened large thickness blades.</li><li>Carriage running on self-lubricating bushes.</li><li>Cast-in sharpener is standard for all models&nbsp;bigger than 220 A.I.</li><li>Teflon coated or toothed blades are available on&nbsp;demand.</li><li>25&deg; blade inclination.</li><li>Hand guard.</li><li>Underside motor protection plate.</li></ul>"
SIR1-VORTEX-43VV,"<ul><li>Features</li><li>Efficient engine cooling system.</li><li>Sturdy, lightweight ABS frame glass filled.</li><li>Practical and ergonomic handle.</li><li>Rubber bumpers to cushion contact with the containers.</li><li>Powerful performance engines.</li><li>Available in three versions of commands1.Fixed speed.2.Variable speed on his finger.3.Variotronic: speed control with stabilizer.</li><li>Safety system against accidental ignition.</li><li>The Trigger switch.</li><li>Available in 3 different engines.</li><li>The machine is protected with IPX3.</li><li>Quick coupling system.</li><li>Totally removable rods for a thorough cleaning which extends their life.</li><li>Hub and completely in stainless steel bell.</li><li>Whisk with metal gearing.</li><li>Whips Demountable and in the dishwasher.</li><li>Options</li><li>- Storage case.</li><li>- Bowl support.</li><li>- Wall support.</li><li>- Display stand.</li></ul>"
SIR1-VORTEX-55VV,"<ul><li>Features</li><li>Efficient engine cooling system.</li><li>Sturdy, lightweight ABS frame glass filled.</li><li>Practical and ergonomic handle.</li><li>Rubber bumpers to cushion contact with the containers.</li><li>Powerful performance engines.</li><li>Available in three versions of commands1.Fixed speed.2.Variable speed on his finger.3.Variotronic: speed control with stabilizer.</li><li>Safety system against accidental ignition.</li><li>The Trigger switch.</li><li>Available in 3 different engines.</li><li>The machine is protected with IPX3.</li><li>Quick coupling system.</li><li>Totally removable rods for a thorough cleaning which extends their life.</li><li>Hub and completely in stainless steel bell.</li><li>Whisk with metal gearing.</li><li>Whips Demountable and in the dishwasher.</li><li>Options</li><li>- Storage case.</li><li>- Bowl support.</li><li>- Wall support.</li><li>- Display stand.</li></ul>"
SIR1-VORTEX-75,"<ul><li>Features</li><li>Efficient engine cooling system.</li><li>Sturdy, lightweight ABS frame glass filled.</li><li>Practical and ergonomic handle.</li><li>Rubber bumpers to cushion contact with the containers.</li><li>Powerful performance engines.</li><li>Available in three versions of commands1.Fixed speed.2.Variable speed on his finger.3.Variotronic: speed control with stabilizer.</li><li>Safety system against accidental ignition.</li><li>The Trigger switch.</li><li>Available in 3 different engines.</li><li>The machine is protected with IPX3.</li><li>Quick coupling system.</li><li>Totally removable rods for a thorough cleaning which extends their life.</li><li>Hub and completely in stainless steel bell.</li><li>Whisk with metal gearing.</li><li>Whips Demountable and in the dishwasher.</li><li>Options</li><li>- Storage case.</li><li>- Bowl support.</li><li>- Wall support.</li><li>- Display stand.</li></ul>"
SIR1-VORTEX-75VT,"<ul><li>Features </li><li>Efficient engine cooling system.</li><li>Sturdy, lightweight ABS frame glass filled.</li><li>Practical and ergonomic handle.</li><li>Rubber bumpers to cushion contact with the containers.</li><li>Powerful performance engines.</li><li>Available in three versions of commands1.Fixed speed.2.Variable speed on his finger.3.Variotronic: speed control with stabilizer.</li><li>Safety system against accidental ignition.</li><li>The Trigger switch.</li><li>Available in 3 different engines.</li><li>The machine is protected with IPX3.</li><li>Quick coupling system.</li><li>Totally removable rods for a thorough cleaning which extends their life.</li><li>Hub and completely in stainless steel bell.</li><li>Whisk with metal gearing.</li><li>Whips Demountable and in the dishwasher.</li><li>Options</li><li>- Storage case.</li><li>- Bowl support.</li><li>- Wall support.</li><li>- Display stand.</li></ul>"
SIR1-W8-30-EASY-TOUCH-BX,"<ul><li>Compact and fast machine, dedicated to small portions.</li><li>Ideal combination with low temperature cooking tools like Softcooker.</li><li>Easy setting of vacuum time and welding.</li><li>Easily removable sealing bar.</li><li>Busch vacuum pump.</li><li>Display shows percentage vacuum and remaining time.</li><li>Stores last setting.</li><li>Total cycle counter.</li><li>Preheat cycle for pump and oil cleaning.</li><li>Oil change message notification.</li><li>External vacuum time.</li><li>Manual lid lifting.</li></ul>"
SIR1-W8-40-BX,"<ul><li>Features</li><li>Exceptional design to reduce machine size and improve its practicity.</li><li>Large and wide bell in thermoformed plexigalss on mod. 50 and 70, injection on mod. 30 and 40.</li><li>Easily removable sealing bar.</li><li>Extremely easy to clean thanks to a perfectly level product counter.</li><li>Automatic cover lift operated by pneumatic pistons.</li><li>Electronic control system featuring with pressure sensor:</li><li>6 selectable languages.</li><li>Settable sealing, vacuum and gas time on a scale 1-10 sec.</li><li>Display of vacuum percentage and time to countdown.</li><li>10 different settings savable to preference</li><li>Setting AA = automatic vacuum</li><li>Setting AL = automatic vacuum for liquids</li><li>Setting XT = timed external suction</li><li>Setting XA = automatic external suction</li><li>Adjustable automatic vacuum percentage: 50-100%.</li><li>Oil and filter change warning light.</li><li>Thermal pump guard</li><li>Oil preheat and cleaning cycle</li><li>Total rev counter</li><li>Pump meter</li><li>Surface for liquid bags</li><li>Busch suction pump.</li><li>5mm thick, AISI 304 stainless steel, easy to clean plain vacuum chamber.</li><li>Optional accessories</li><li>- Inert gas system (MAP) and soft air.</li><li>- Automatic thermal printer by date, time and packing specifications.</li><li>- Hose for external suction.</li><li>- GN tanks for external suction.</li><li>- Plexiglass support.</li><li>Models identification</li><li>- D = DVP suction pump.</li><li>- B = Busch suction pump.</li><li>- X = s/steel surface.</li><li>- 12 = Pump out stantard 12 mc.</li><li>- DB = Double sealing bar.</li><li>- TB = Triple sealing bar.</li></ul>"
SIR1-W8-40-EASY-TOUCH-BX,"<ul><li>Compact and fast machine, dedicated to small portions.</li><li>Ideal combination with low temperature cooking tools like Softcooker.</li><li>Easy setting of vacuum time and welding.</li><li>Easily removable sealing bar.</li><li>Busch vacuum pump.</li><li>Display shows percentage vacuum and remaining time.</li><li>Stores last setting.</li><li>Total cycle counter.</li><li>Preheat cycle for pump and oil cleaning.</li><li>Oil change message notification.</li><li>External vacuum time.</li><li>Manual lid lifting.</li></ul>"
PIM2-GDO-009,PRIMO GDO / ยี่ห้อเดิม ABSOLUTE
BER2-00001,BERJAYA BS4DU/C
BER2-20UFD-400V,BERJAYA
BER2-50UFD-260V,BERJAYA
BER2-88UFD-330V,BERJAYA BS4DU/C/L
BER2-AP-6479-16,BERJAYA B2D/C5/L
BER2-AP-6479-24,BERJAYA B2D/C5/L
BER2-BK-12F-N-N,BERJAYA DF12/ FSSDF12/ FSSDF12D/ SDF12/ SDF12D/ GDF/ FSGDF11D/ FSGDF12
BER2-BK-PASTA,BERJAYA GPB6BFS-17
BER2-BR-A300,BERJAYA GCS55SSC
BER2-BR-DR412,BERJAYA SALA11/ SALA22
BER2-BR-H23,BERJAYA CB3BGG1B/ CB3BGG1BFS/ OB4GG1B/ OB4GG1BFS/ CRB2B/ CRB2BFS/ CRB3B/ CRB3BFS/ GG2B/ GG2B12R/ GG2B12RFS/ GG2BFS/ GG3B/ GG3BFS/ DRO4/ DRO6
BER2-BR-HEX-L,BERJAYA DRO4/ DRO6/ CB3BGG1B/ CB3BGG1BFS/ OB4GG1B/ OB4GG1BFS/ OB2/ OB4/ OB6
BER2-BR-TF45,BERJAYA TF24
BER2-BR-VEN-L-1,"<p>BERJAYA DRO4, DRO6, BC3BGG1B, BC3BGG1BFS</p>"
BER2-BR-VEN-S,BERJAYA DRO4/ DRO6/ CB3BGG1B/ CB3BGG1BFS/ OB4GG1B/ OB4GG1BFS/ OB2/ OB4/ OB6
BER2-CAPA(CKE4SCSM),BERJAYA CKE4SCSM
BER2-CC-16-C5-6,BERJAYA DC311
BER2-CC-16-C5-6-1,<p>BERJAYA DC311 (ใช้ได้กับรุ่น BER2-CC-16-C5/6)</p>
BER2-CC-24DF-N-S,BERJAYA BS4DU/F
BER2-CC-52DF,BERJAYA 3D/DF
BER2-CC-CKE-RCS4-N,<p>BERJAYA CKE/RCS</p>
BER2-CC-DC311CC,BERJAYA DC311
BER2-C-CH-OB123,BERJAYA CB3B / CB3BFS / CB5B / SP1
BER2-CD-033,BERJAYA BS2DU/C / BS2D/C6 / B2D/C5/7 / B2D/C6/7 / B2D/C5 / B2D/C6 / 1D/DC / 1D/DC-HH / BS4DR/C5/2 / BS4DR/C6/2 / BS6DR/C5/3 / BS6DR/C6/3 / FC1D / PS2DU/C / PS2D/F / PS2D/CF
BER2-CD-050,BERJAYA 1D/DC(E) / B2D/C5/6 / B3D/C7/7 / BS3D/C7 / BS3D/C8 / CKE3SC / BS6DR/C8/2 / BS9DR/C8/3 / PS4DU/C / PS2DU/CF / PS2D/C5 / PS2D/C6 / PS2DU/F
BER2-CD-095A,BERJAYA
BER2-CD-100N,"BERJAYA 3D/DF, BS4DU/F, BS6DU/F, BS6DU/CF, CD-100A-3"
BER2-CD-125A,BERJAYA 3D/DF
BER2-CFW10W,BERJAYA BS2DU/CF / BS4DU/CF / BS6DU/CF
BER2-CI-CBT,BERJAYA CB3B/ CB3BFS/ CB5B/ CB5BFS/ CB3BGG1B/ CB3BGG1BFS/ OB4GG1B/ OB4GG1BFS
BER2-CI-LBB,BERJAYA CRB2B/ CRB2BFS/ CRB3B/ CRB3BFS
BER2-CI-OB246,BERJAYA DRO4/ DRO6
BER2-C-JD-IR,BERJAYA JUICE DISPENSER
BER2-CKE4SCSB-001,BERJAYA CKE4SCSB
BER2-CM-SR-117U6016,BERJAYA ER001
BER2-CM-SR-117U6019,BERJAYA BS2DU/F/L
BER2-COVER-U30,BERJAYA U30
BER2-C-PC2-8,BERJAYA OB4FS/ SP1
BER2-CS-BR-B110,BERJAYA SP1
BER2-D-B5-8-950-L,BERJAYA B2D/C5
BER2-D-B5-8-950-R,BERJAYA B2D/C5
BER2-D-C7-B-R,BERJAYA BS3D/C7/L
BER2-DR-07HGLH,BERJAYA 1D/DC / 2D/DC / 3D/DC / 1D/DF / 2D/DF / 3D/DF
BER2-DR-08HGRH,BERJAYA 2D/DC / 3D/DC / 2D/DF / 3D/DF
BER2-DR-DS-BSP-R,BERJAYA REFRIGERATOR
BER2-D-UR-B-L,<p>BERJAYA BS2DU/C / BS4DU/C / BS6DU/C / BS2DU/F / BS4DU/F / BS6DU/F</p>
BER2-D-UR-B-R,<p>BERJAYA BS2DU/C / BS4DU/C / BS6DU/C / BS2DU/F / BS4DU/F / BS6DU/F</p>
BER2-FE-10FG,<p>BERJAYA FE-CC10 / BS2D/C5/L</p>
BER2-FE-CS-VDE45W,BERJAYA BS4DU/F/L
BER2-FE-VDE18W,<p>BERJAYA 1D/DU / 2D/CD</p>
BER2-FL-FD3-8-SC,BERJAYA BS2D/F5/L(750)
BER2-GE-GR600,BERJAYA SALA11/ SALA22/ INFRA4/ INFRA6
BER2-GL-GR003,BERJAYA GR001
BER2-GL-GR003R,BERJAYA GR001
BER2-GS-M1071-C4,BERJAYA BS2D/C4
BER2-GS-M1071-C6,BERJAYA
BER2-GS-M1071-CT-410X519,BERJAYA BS2D/C/L
BER2-GS-M1071-CT-410X522,<p>BERJAYA BS2D/C/L</p>
BER2-GS-M1071-D2,BERJAYA BS2DR/C4 / BS4DR/C5
BER2-GS-M1071-UR-565X685,<p>BERJAYA BS4DU/C/L</p>
BER2-HG-SDH-M-L,BERJAYA BS4DU/C/L
BER2-HG-SDH-M-R,BERJAYA BS4DU/C/L
BER2-HG-SDH-U-L,"BERJAYA BS4DU/C/L, B3D/C7/L6"
BER2-HG-SDH-U-R,"BERJAYA BS4DU/C/L, B3D/C7/L6"
BER2-HL-B01-610,BERJAYA BS3DU/F
BER2-HL-B02-610,BERJAYA BS3DU/F
BER2-HL-B04,"BERJAYA BS6DR/C8 , BS9DR/C8"
BER2-HL-DPC1-B,BERJAYA BS2D/C5/L
BER2-HL-FW-O,BERJAYA BS/SW3D
BER2-HL-NB02-548L,BERJAYA BS2D/C5/L
BER2-HL-NB02-548R,BERJAYA BS2D/C5/L
BER2-HL-NB02-692L,BERJAYA BS2D/C6/L
BER2-HL-NB02-692R,BERJAYA BS2D/C6/L
BER2-HT-L-TYPE,BERJAYA BS4DU/F/L
BER2-HW-BSP14W,BERJAYA DISPLAY CHILL/ DISPLAY FREEZE
BER2-HW-JD-MB-EURO,BERJAYA JD118JET25/ JD118MIX25/ JD218JET25/ JD218MIX25/ JD318JET25/ JD318MIX25
BER2-HW-JD-RC,BERJAYA JUICE DISPENSER
BER2-HW-JD-V,BERJAYA JD118JET25/ JD118MIX25/ JD218JET25/ JD218MIX25/ JD318JET25/ JD318MIX25
BER2-HW-JD-VS,BERJAYA JD318
BER2-IC-DRC150A-HF,BERJAYA I/DRC150A
BER2-IC-IK40-SC-A,BERJAYA BJY-IK40A
BER2-IC-IK-STARTER,BERJAYA IK30
BER2-IC-VCM-AP-RB,BERJAYA TP3237
BER2-IC-VCM-A-SPR,BERJAYA BJY-VCM400-TT
BER2-IC-VCM-COVER,BERJAYA BJY-VCM400-TT
BER2-IC-VCM-CTC,BERJAYA BJY-VCM400-TT
BER2-IC-VCM-EMV,BERJAYA BJY-VCM400-TT
BER2-IC-VCM-HT-RB,BERJAYA BJY-VCM400-TT
BER2-IC-VCM-V-PUMP,<p>BERJAYA BJY-VCM400-TT</p>
BER2-IC-W77-KN,BERJAYA BJY-W77
BER2-IC-WPU-DCB,BERJAYA WBPU10DT
BER2-IC-WPU-FAUCET-R,BERJAYA WBPU10DT
BER2-IC-WPU-H2KW,BERJAYA WBPU10DT
BER2-IC-WPU-MV,BERJAYA WBPU10DT
BER2-IC-WPU-PCB213,BERJAYA WBPU10DT
BER2-IC-WPU-SP,BERJAYA WBPU10DT
BER2-IC-WPU-TCO,BERJAYA WBPU10DT
BER2-IC-WPU-WLS,BERJAYA WBPU10DT
BER2-K50-200,BERJAYA FSGDF23 / GDF12
BER2-KN-250,BERJAYA CG11 / CG22 / CG23
BER2-KN-MINISIT,BERJAYA TF24
BER2-LE-FW-LB+LE-FW-LAMP,"BERJAYA FW35, FW40, FW45, FW50"
BER2-MT-JD-EM,BERJAYA JD118JET25/ JD218JET25/ JD318JET25
BER2-MT-JD-N,BERJAYA JD118JET25/ JD118MIX25/ JD218JET25/ JD218MIX25/ JD318JET25/ JD318MIX25
BER2-NT-5C-7C-S,BERJAYA BS3D/C7
BER2-NT-8C-M,BERJAYA BS3D/C8/L(750)
BER2-NT-BC5-6,<p>BERJAYA B2D/C5/7</p>
BER2-NT-DF-2-3D-S,"BERJAYA 2D/DF, 3D/DF"
BER2-NT-ESM55,BERJAYA ESM55
BER2-NT-FW33-1,BERJAYA 2D/DC / 3D/DC / 2D/DF / 3D/DF
BER2-NT-HH2-3D-S,BERJAYA 2D/DC-HH / 3D/DC-HH
BER2-NT-UR4-6D-F-S,BERJAYA BS4DU/F / BS6DU/CF
BER2-NT-UR6D-C-M,BERJAYA BS6DU/C / BS6DU/F
BER2-OP-DR-C-LHSDR-(L),BERJAYA BS2DR/C4/2/L / SPO-R-C2008037B
BER2-OP-DR-C-RHSDR,BERJAYA BS2DR/C4/2/L / SPO-R-C2008037C
